ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Lineage_0,Lineage_1,Lineage_2,Lineage_3,Lineage_4,Lineage_5,Isolate,WALS_Area,Autotyp,Country,Ancient,Papuan,Altitude,Eastness,Ethnologue_Ethnic_Population,Adjusted_Population,Social_Region
2235,Arabic_Mauritanian,Africa,18.083,-15.986,mori1278,mfe,Afro-Asiatic,Semitic,,,,,false,Africa,West Africa,MR,false,false,0.0,4.014,3123190,3123190,MiddleOldWorld
2236,Mbati,Africa,3.996,17.688,mbat1248,mdn,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Northwest,C,false,Africa,West Africa,CF,false,false,540.0,37.688,60000,60000,Africa_SubSaharan
2237,Mbe,Africa,6.661,8.805,mbee1249,mfo,Niger-Kongo,Bantoid,Southern,Mbe,,,false,Africa,West Africa,CM,false,false,80.0,28.805,14300,14300,Africa_SubSaharan
2238,Mbembe,Africa,5.823,8.43,tigo1236,nza,Niger-Kongo,CrossRiver,,,,,false,Africa,West Africa,NG,false,false,120.0,28.43,100000,100000,Africa_SubSaharan
2239,KiMbundu,Africa,-8.869,13.314,kimb1241,kmb,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Central,H,false,Africa,Southern Africa,AO,false,false,0.0,33.314,3000000,3000000,Africa_SubSaharan
2240,UMbundu-2,Africa,-12.1,15.072,umbu1257,umb,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Central,R,false,Africa,Southern Africa,AO,false,false,0.0,35.072,4002880,4002880,Africa_SubSaharan
2241,Meidob,Africa,14.661,27.969,mido1240,mei,Nilo-Saharan,East_Sudanic,,,,,false,Africa,West Africa,SD,false,false,640.0,47.969,50000,50000,Africa_SubSaharan
2242,Mianka,Africa,12.319,-4.947,mama1271,myk,Niger-Kongo,Gur,,,,,false,Africa,West Africa,ML,false,false,380.0,15.053,738000,738000,Africa_SubSaharan
2243,Moba,Africa,10.866,0.205,moba1244,mfq,Niger-Kongo,Gur,,,,,false,Africa,West Africa,TG,false,false,300.0,20.205,190800,190800,Africa_SubSaharan
2244,Mocha,Africa,7.633,35.505,shek1244,moy,Afro-Asiatic,Omotic,,,,,false,Africa,Ethiopia,ET,false,false,2380.0,55.505,54900,54900,Africa_SubSaharan
2245,Mongo-Nkundu,Africa,-0.846,20.563,mong1338,lol,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Northwest,C,false,Africa,Southern Africa,ZR,false,false,360.0,40.563,400000,400000,Africa_SubSaharan
2246,Mono,Africa,4.561,19.937,mono1270,mnh,Adamawa-Ubangi,Ubangi,,,,,false,Africa,West Africa,ZR,false,false,420.0,39.937,65000,65000,Africa_SubSaharan
2247,Monzombo,Africa,3.061,18.515,monz1249,moj,Adamawa-Ubangi,Ubangi,,,,,false,Africa,Southern Africa,ZR,false,false,340.0,38.515,12600,12600,Africa_SubSaharan
2248,Khoirao,Eurasia,25.15,93.975,than1255,nki,Tibeto-Burman,Kuki-Chin-Naga,,,,,false,SE Asia & Oceania,Southeast Asia,IN,false,false,1070.0,113.975,23600,23600,MiddleOldWorld
2249,Mal-2,Eurasia,19.333,101.25,mall1246,mlf,Austroasiatic,Khmuic,,,,,false,SE Asia & Oceania,Southeast Asia,LA,false,false,1880.0,121.25,26700,26700,SEAsiaInsularPacific
2250,Muher,Africa,8.203,38.114,seba1251,sgw,Afro-Asiatic,Semitic,,,,,false,Africa,Ethiopia,ET,false,false,2560.0,58.114,90000,90000,Africa_SubSaharan
2251,Musey,Africa,9.63,15.511,muse1242,mse,Afro-Asiatic,Chadic,,,,,false,Africa,West Africa,TD,false,false,340.0,35.511,229000,229000,Africa_SubSaharan
2252,Myene,Africa,-1.454,9.122,myen1241,mye,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Northwest,B,false,Africa,Southern Africa,GA,false,false,0.0,29.122,46700,46700,Africa_SubSaharan
2253,N/huki,Africa,-21.9,23.2,nuuu1241,ngh,Tuu,!Kwi,,,,,false,Africa,Southern Africa,BW,false,false,1000.0,43.2,12,500,Africa_SubSaharan
2254,Nafaanra,Africa,7.949,-2.695,nafa1258,nfr,Niger-Kongo,Gur,,,,,false,Africa,West Africa,GH,false,false,340.0,17.305,61000,61000,Africa_SubSaharan
2255,Naro,Africa,-21.702,21.649,naro1249,nhr,Khoe,Khoe,Kalahari,,,,false,Africa,Southern Africa,BW,false,false,1140.0,41.649,14000,14000,Africa_SubSaharan
2256,Ndali,Africa,-9.46,33.192,ndal1241,ndh,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Central,M,false,Africa,Southern Africa,TZ,false,false,1300.0,53.192,220000,220000,Africa_SubSaharan
2257,Nding,Africa,10.5,30.5,ndin1245,eli,Kordofanian,Talodi,,,,,false,Africa,West Africa,SD,false,false,460.0,50.5,0,299,Africa_SubSaharan
2258,Nembe,Africa,4.566,6.267,sout2774,ijs,Niger-Kongo,Ijoid,,,,,false,Africa,West Africa,NG,false,false,0.0,26.267,71500,71500,Africa_SubSaharan
2259,Nera,Africa,15.112,37.591,nara1262,nrb,Nilo-Saharan,East_Sudanic,,,,,false,Africa,Ethiopia,ER,false,false,1000.0,57.591,81400,81400,Africa_SubSaharan
2260,Ngbandi,Africa,4.0,22.0,nort2774,ngb,Adamawa-Ubangi,Ubangi,,,,,false,Africa,West Africa,ZR,false,false,440.0,42.0,355290,355290,Africa_SubSaharan
2261,Ngile,Africa,10.752,29.95,ngil1242,jle,Kordofanian,Talodi,,,,,false,Africa,West Africa,SD,false,false,480.0,49.95,38000,38000,Africa_SubSaharan
2262,Ngiri,Africa,2.0,18.5,,xxx,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Northwest,C,false,Africa,Southern Africa,ZR,false,false,340.0,38.5,50000,50000,Africa_SubSaharan
2263,Ngumba,Africa,3.047,10.236,kwas1243,nmg,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Northwest,A,false,Africa,West Africa,CM,false,false,0.0,30.236,17500,17500,Africa_SubSaharan
2264,Ngwe,Africa,5.488,9.856,newa1246,new,Niger-Kongo,Bantoid,Southern,Wide Grassfields,Narrow Grassfields,Mbam-Nkam,false,Africa,West Africa,CM,false,false,740.0,29.856,73200,73200,Africa_SubSaharan
2265,Nkumbi,Africa,-15.413,14.252,nkhu1238,khu,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Central,R,false,Africa,Southern Africa,AO,false,false,1340.0,34.252,150100,150100,Africa_SubSaharan
2266,Nyakyusa,Africa,-9.557,33.938,nyak1260,nyy,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Central,M,false,Africa,Southern Africa,TZ,false,false,480.0,53.938,1105000,1105000,Africa_SubSaharan
2267,Pray,Eurasia,19.5,100.1,pray1239,pry,Austroasiatic,Khmuic,,,,,false,SE Asia & Oceania,Southeast Asia,TH,false,false,700.0,120.1,38800,38800,SEAsiaInsularPacific
2268,Nyole,Africa,0.85,33.85,nyol1238,nuj,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Central,J,false,Africa,Southern Africa,UG,false,false,1100.0,53.85,341000,341000,Africa_SubSaharan
2269,Nyungwe,Africa,-16.548,33.378,nyun1248,nyu,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Central,N,false,Africa,Southern Africa,MZ,false,false,180.0,53.378,439000,439000,Africa_SubSaharan
2270,Nzebi,Africa,-1.456,12.364,njeb1242,nzb,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Northwest,B,false,Africa,Southern Africa,GA,false,false,360.0,32.364,135100,135100,Africa_SubSaharan
2271,Nzema,Africa,5.129,-2.473,nzim1238,nzi,Niger-Kongo,Kwa,,,,,false,Africa,West Africa,GH,false,false,0.0,17.527,328700,328700,Africa_SubSaharan
2272,Odual,Africa,4.806,6.375,odua1238,odu,Niger-Kongo,CrossRiver,,,,,false,Africa,West Africa,NG,false,false,10.0,26.375,18000,18000,Africa_SubSaharan
2273,Gokana,Africa,4.578,7.366,goka1239,gkn,Niger-Kongo,CrossRiver,,,,,false,Africa,West Africa,NG,false,false,0.0,27.366,100000,100000,Africa_SubSaharan
2274,Arabic_Omani,Eurasia,23.589,58.556,oman1239,acx,Afro-Asiatic,Semitic,,,,,false,Africa,Middle East,OM,false,false,0.0,78.556,853900,853900,MiddleOldWorld
2275,Ombo,Africa,-2.114,25.615,ombo1238,oml,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Northwest,C,false,Africa,Southern Africa,ZR,false,false,480.0,45.615,8400,8400,Africa_SubSaharan
2276,Pakot,Africa,0.966,36.017,poko1263,pko,Nilo-Saharan,East_Sudanic,,,,,false,Africa,Southern Africa,KE,false,false,840.0,56.017,334400,334400,Africa_SubSaharan
2277,Arabic_Palestinian,Eurasia,31.769,35.6,sout3123,ajp,Afro-Asiatic,Semitic,,,,,false,Africa,Middle East,PS,false,false,360.0,55.6,6200000,6200000,MiddleOldWorld
2278,Rek,Africa,8.2,28.5,sout2832,dik,Nilo-Saharan,East_Sudanic,,,,,false,Africa,West Africa,SS,false,false,420.0,48.5,450000,450000,Africa_SubSaharan
2279,Rere,Africa,11.792,30.045,koal1240,kib,Kordofanian,Heiban,,,,,false,Africa,West Africa,SD,false,false,700.0,50.045,44300,44300,Africa_SubSaharan
2280,Nyaturu_Rimi,Africa,-5.004,34.758,nyat1246,rim,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Central,F,false,Africa,Southern Africa,TZ,false,false,1560.0,54.758,595000,595000,Africa_SubSaharan
2281,Ronge,Africa,11.85,29.3,nucl1339,teq,Nilo-Saharan,East_Sudanic,,,,,false,Africa,West Africa,SD,false,false,640.0,49.3,13000,13000,Africa_SubSaharan
2282,San,Africa,12.809,-2.97,sout2844,sbd,Mande,Eastern,,,,,false,Africa,West Africa,BF,false,false,300.0,17.03,85000,85000,Africa_SubSaharan
2283,Sane,Africa,13.235,-3.168,maty1235,stj,Mande,Eastern,,,,,false,Africa,West Africa,BF,false,false,260.0,16.832,105000,105000,Africa_SubSaharan
2284,Arabic_Saudi,Eurasia,24.668,46.732,najd1235,ars,Afro-Asiatic,Semitic,,,,,false,Africa,Middle East,SA,false,false,0.0,66.732,25000000,25000000,MiddleOldWorld
2285,Sena,Africa,-17.829,35.342,shek1245,she,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Central,N,false,Africa,Southern Africa,MZ,false,false,0.0,55.342,1340000,1340000,Africa_SubSaharan
2286,Senari,Africa,10.553,-5.759,ceba1235,sef,Niger-Kongo,Gur,,,,,false,Africa,West Africa,ML,false,false,340.0,14.241,137000,137000,Africa_SubSaharan
2287,Senari-Tyembara,Africa,9.524,-6.487,ceba1235,sef,Niger-Kongo,Gur,,,,,false,Africa,West Africa,CI,false,false,420.0,13.513,862000,862000,Africa_SubSaharan
2288,Sherbro,Africa,7.554,-12.639,sher1258,bun,Niger-Kongo,Atlantic,Southern,,,,false,Africa,West Africa,SL,false,false,0.0,7.361,135000,135000,Africa_SubSaharan
2289,Shilha,Africa,29.18,-9.711,tach1250,shi,Afro-Asiatic,Berber,,,,,false,Africa,North Africa,MA,false,false,0.0,10.289,3000000,3000000,MiddleOldWorld
2290,Shirumba,Africa,11.3,30.3,shwa1239,shw,Kordofanian,Heiban,,,,,false,Africa,West Africa,SD,false,false,680.0,50.3,3500,3500,Africa_SubSaharan
2291,Shua,Africa,-20.208,25.259,shua1254,shg,Khoe,Khoe,Kalahari,,,,false,Africa,Southern Africa,BW,false,false,920.0,45.259,6000,6000,Africa_SubSaharan
2292,Sidamo,Africa,6.748,38.409,sida1246,sid,Afro-Asiatic,Cushitic,,,,,false,Africa,Ethiopia,ET,false,false,1760.0,58.409,2900000,2900000,Africa_SubSaharan
2293,Songhai,Africa,14.365,0.185,humb1243,hmb,Nilo-Saharan,,,,,,false,Africa,West Africa,BF,false,false,260.0,20.185,140000,140000,Africa_SubSaharan
2294,Subia,Africa,-17.69,24.901,subi1246,sbs,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Central,K,false,Africa,Southern Africa,NA,false,false,940.0,44.901,35090,35090,Africa_SubSaharan
2295,Sucite,Africa,11.045,-5.383,sici1249,sep,Niger-Kongo,Gur,,,,,false,Africa,West Africa,BF,false,false,500.0,14.617,38000,38000,Africa_SubSaharan
2296,Sukuma,Africa,-3.234,33.516,suku1261,suk,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Central,F,false,Africa,Southern Africa,TZ,false,false,1260.0,53.516,5430000,5430000,Africa_SubSaharan
2297,Sura_Mupun,Africa,9.52,8.986,mwag1236,sur,Nilo-Saharan,,,,,,false,Africa,West Africa,NG,false,false,1260.0,28.986,295000,295000,Africa_SubSaharan
2298,Suri (Mursi),Africa,6.0,35.25,suri1267,suq,Nilo-Saharan,East_Sudanic,,,,,false,Africa,Ethiopia,ET,false,false,1280.0,55.25,20600,20600,Africa_SubSaharan
2299,Syan,Africa,0.6,34.33,,xxx,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Central,J,false,Africa,Southern Africa,KE,false,false,1270.0,54.33,1120000,1120000,Africa_SubSaharan
2300,Tabi,Africa,12.0,33.5,gaam1241,tbi,Nilo-Saharan,East_Sudanic,,,,,false,Africa,West Africa,SD,false,false,290.0,53.5,67200,67200,Africa_SubSaharan
2301,Tagoi,Africa,12.0,31.0,tago1246,tag,Kordofanian,Rashad,,,,,false,Africa,West Africa,SD,false,false,740.0,51.0,13000,13000,Africa_SubSaharan
2302,Taita,Africa,-3.518,38.61,tait1250,dav,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Central,E,false,Africa,Southern Africa,KE,false,false,660.0,58.61,312000,312000,Africa_SubSaharan
2303,Tamahaq,Africa,22.789,5.522,taha1241,thv,Afro-Asiatic,Berber,,,,,false,Africa,North Africa,MA,false,false,1380.0,25.522,62000,62000,MiddleOldWorld
2304,Tamari,Africa,10.183,1.101,dita1238,tbz,Niger-Kongo,Gur,,,,,false,Africa,West Africa,BJ,false,false,240.0,21.101,147500,147500,Africa_SubSaharan
2305,Tamasheq,Africa,13.784,-11.599,tama1365,taq,Afro-Asiatic,Berber,,,,,false,Africa,West Africa,MR,false,false,140.0,8.401,281200,281200,Africa_SubSaharan
2306,Jagoi,Papunesia,1.395,109.984,baub1235,sne,Austronesian,Malayo-Polynesian,Malayo-Sumbawan,Malayo-Chamic,Chamic,,false,SE Asia & Oceania,Southeast Asia,MY,false,false,40.0,129.984,29200,29200,SEAsiaInsularPacific
2307,Tarok,Eurasia,24.35,93.7,komi1270,kmm,Tibeto-Burman,Kuki-Chin-Naga,Kuki-Chin,Northern,,,false,SE Asia & Oceania,Southeast Asia,IN,false,false,1000.0,113.7,15500,15500,MiddleOldWorld
2308,Tee,Africa,4.602,7.42,teee1242,tkq,Niger-Kongo,CrossRiver,,,,,false,Africa,West Africa,NG,false,false,20.0,27.42,313000,313000,Africa_SubSaharan
2309,Tegali,Africa,11.863,31.051,tega1236,ras,Kordofanian,Rashad,,,,,false,Africa,West Africa,SD,false,false,900.0,51.051,35700,35700,Africa_SubSaharan
2310,Tegem,Africa,10.228,30.926,lafo1243,laf,Kordofanian,Talodi,,,,,false,Africa,West Africa,SD,false,false,500.0,50.926,600,600,Africa_SubSaharan
2311,Teke,Africa,-2.05,14.35,teke1278,ebo,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Northwest,B,false,Africa,Southern Africa,CG,false,false,540.0,34.35,38800,38800,Africa_SubSaharan
2312,Teke_South,Africa,-2.75,13.9,teke1274,ifm,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Northwest,B,false,Africa,Southern Africa,CG,false,false,560.0,33.9,10000,10000,Africa_SubSaharan
2313,Tetela,Africa,-4.028,24.391,tete1250,tll,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Northwest,C,false,Africa,Southern Africa,ZR,false,false,560.0,44.391,750000,750000,Africa_SubSaharan
2314,Tharaka,Africa,0.0,38.0,thar1283,thk,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Central,E,false,Africa,Southern Africa,KE,false,false,740.0,58.0,139000,150000,Africa_SubSaharan
2315,Tiro,Africa,11.051,30.488,tira1254,tic,Kordofanian,Heiban,,,,,false,Africa,West Africa,SD,false,false,900.0,50.488,40000,40000,Africa_SubSaharan
2316,Tocho,Africa,10.904,30.201,toch1257,taz,Kordofanian,Talodi,,,,,false,Africa,West Africa,SD,false,false,900.0,50.201,3800,3800,Africa_SubSaharan
2317,Tsoa,Africa,-22.582,26.03,tsoa1238,hio,Khoe,Khoe,Kalahari,,,,false,Africa,Southern Africa,BW,false,false,1160.0,46.03,6540,6540,Africa_SubSaharan
2318,Tsonga,Africa,-24.506,31.514,tson1249,tso,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Central,S,false,Africa,Southern Africa,ZA,false,false,420.0,51.514,3669000,3669000,Africa_SubSaharan
2319,Tswa,Africa,-22.039,34.139,tswa1255,tsc,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Central,S,false,Africa,Southern Africa,MZ,false,false,0.0,54.139,1180000,1180000,Africa_SubSaharan
2320,Tswana,Africa,-24.654,25.927,tswa1253,tsn,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Central,S,false,Africa,Southern Africa,BW,false,false,1000.0,45.927,4521700,4521700,Africa_SubSaharan
2321,Tumak,Africa,9.363,17.367,tuma1260,tmc,Afro-Asiatic,Chadic,,,,,false,Africa,West Africa,TD,false,false,380.0,37.367,25200,25200,Africa_SubSaharan
2322,Tura,Africa,7.815,-7.171,tour1242,neb,Mande,Eastern,,,,,false,Africa,West Africa,CI,false,false,340.0,12.829,38500,38500,Africa_SubSaharan
2323,Tusya,Africa,10.9,-4.45,sout2797,wib,Niger-Kongo,Gur,,,,,false,Africa,West Africa,BF,false,false,340.0,15.55,19500,19500,Africa_SubSaharan
2324,Twampa,Africa,10.0,34.0,uduk1239,udu,Nilo-Saharan,Komuz,,,,,false,Africa,Ethiopia,SD,false,false,500.0,54.0,20000,20000,Africa_SubSaharan
2325,Twi,Africa,5.5,-1.5,akan1250,aka,Niger-Kongo,Kwa,,,,,false,Africa,West Africa,GH,false,false,90.0,18.5,8300000,8300000,Africa_SubSaharan
2326,Tyurama,Africa,10.76,-5.012,turk1306,tuz,Niger-Kongo,Gur,,,,,false,Africa,West Africa,BF,false,false,780.0,14.988,37000,37000,Africa_SubSaharan
2327,Ukwuani,Africa,5.942,6.505,ukwu1241,ukw,Niger-Kongo,Igboid,,,,,false,Africa,West Africa,NG,false,false,20.0,26.505,150000,150000,Africa_SubSaharan
2328,Urhobo,Africa,5.742,5.993,urho1239,urh,Niger-Kongo,Edoid,,,,,false,Africa,West Africa,NG,false,false,20.0,25.993,546000,546000,Africa_SubSaharan
2329,Utoro,Africa,11.089,30.612,hema1238,nix,Kordofanian,,,,,,false,Africa,West Africa,SD,false,false,700.0,50.612,10000,10000,Africa_SubSaharan
2330,Vute,Africa,5.542,12.318,vute1244,vut,Niger-Kongo,Bantoid,Northern,Mambiloid,,,false,Africa,West Africa,CM,false,false,980.0,32.318,21000,21000,Africa_SubSaharan
2331,Warnang,Africa,10.6,31.157,warn1244,wrn,Kordofanian,Heiban,,,,,false,Africa,West Africa,SD,false,false,440.0,51.157,1100,1100,Africa_SubSaharan
2332,Yaaku,Africa,0.475,37.01,yaak1241,muu,Afro-Asiatic,Cushitic,,,,,false,Africa,Southern Africa,KE,false,false,1780.0,57.01,50,250,Africa_SubSaharan
2333,Yaka,Africa,-6.975,17.109,yaka1272,axk,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Northwest,C,false,Africa,Southern Africa,ZR,false,false,620.0,37.109,900000,900000,Africa_SubSaharan
2334,Yakoma,Africa,4.135,22.44,yako1252,yky,Adamawa-Ubangi,Ubangi,,,,,false,Africa,West Africa,ZR,false,false,400.0,42.44,110000,110000,Africa_SubSaharan
2335,Yala,Africa,6.788,8.654,yala1263,yba,Niger-Kongo,Idomoid,,,,,false,Africa,West Africa,NG,false,false,60.0,28.654,50000,50000,Africa_SubSaharan
2336,Yasa,Africa,2.333,9.86,yasa1242,yko,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Northwest,A,false,Africa,West Africa,CM,false,false,0.0,29.86,2400,2400,Africa_SubSaharan
2337,Arabic_Yemeni,Africa,14.0,47.0,jude1267,jye,Afro-Asiatic,Semitic,,,,,false,Africa,Middle East,YE,false,false,0.0,67.0,6796000,6796000,Africa_SubSaharan
2338,Yombe,Africa,-5.268,12.947,yomb1244,yom,Niger-Kongo,Bantoid,Southern,Narrow Bantu,Central,H,false,Africa,Southern Africa,ZR,false,false,0.0,32.947,1056400,1056400,Africa_SubSaharan
2339,Zaar,Africa,9.739,9.751,saya1246,say,Nilo-Saharan,,,,,,false,Africa,West Africa,NG,false,false,600.0,29.751,50000,50000,Africa_SubSaharan
2340,Agwamin,Australia,-16.986,143.001,wami1239,wmi,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,125.0,163.001,0,199,Aust_NG_Mel
2341,Alngith,Australia,-12.5,142.17,alng1239,aid,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,1.0,162.17,199,200,Aust_NG_Mel
2342,Ami,Australia,-14.0,130.0,amii1238,amy,Western Daly,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,10.0,150.0,32,199,Aust_NG_Mel
2343,Amurdak,Australia,-12.022,132.892,amar1271,amg,Iwaidjan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,152.892,5,199,Aust_NG_Mel
2344,Angkamuthi,Australia,-11.5,142.25,angg1238,avm,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,162.25,0,199,Aust_NG_Mel
2345,Anmatyerr_East,Australia,-22.256,132.205,anma1239,amx,Pama-Nyungan,Arandic,,,,,false,Australia-New Guinea,Australia,AU,false,false,600.0,152.205,1220,1220,Aust_NG_Mel
2346,Anmatyerr_West,Australia,-21.0,135.0,anma1239,amx,Pama-Nyungan,Arandic,,,,,false,Australia-New Guinea,Australia,AU,false,false,480.0,155.0,1220,1220,Aust_NG_Mel
2347,Konyak,Eurasia,26.92,94.76,kony1248,nbe,Tibeto-Burman,Konyak,,,,,false,SE Asia & Oceania,Southeast Asia,IN,false,false,460.0,114.76,244000,244000,MiddleOldWorld
2348,Aritinngithigh,Australia,-13.0,141.67,,rrt,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,161.67,0,199,Aust_NG_Mel
2349,Arrernte_Eastern,Australia,-23.292,134.445,west2441,are,Pama-Nyungan,Arandic,,,,,false,Australia-New Guinea,Australia,AU,false,false,475.0,154.445,1000,1000,Aust_NG_Mel
2350,Atampaya,Australia,-11.33,142.5,atam1239,amz,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,162.5,0,199,Aust_NG_Mel
2351,Bachamal,Australia,-13.17,130.17,,xxx,Western Daly,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,150.17,0,199,Aust_NG_Mel
2352,Badjala,Australia,-25.084,152.529,baty1234,xby,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,0.0,172.529,0,199,Aust_NG_Mel
2353,Bandjalang-2,Australia,-28.39,152.61,midd1357,bdy,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,0.0,172.61,10,199,Aust_NG_Mel
2354,Barrow Point,Australia,-14.373,144.63,barr1247,bpt,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,164.63,0,199,Aust_NG_Mel
2355,Barunggam,Australia,-26.25,151.25,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,340.0,171.25,0,199,Aust_NG_Mel
2356,Bayungu,Australia,-23.481,113.895,bayu1240,bxj,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,0.0,133.895,6,199,Aust_NG_Mel
2357,Bidjara,Australia,-25.329,146.592,bidy1243,bym,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,420.0,166.592,20,199,Aust_NG_Mel
2358,Binbinga,Australia,-16.17,135.0,wamb1258,wmb,Mirndi,Barkly,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,240.0,155.0,0,199,Aust_NG_Mel
2359,Binigura,Australia,-22.488,116.506,pini1244,pnv,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,260.0,136.506,5,199,Aust_NG_Mel
2360,Bunganditj,Australia,-36.5,141.0,bung1264,xbg,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,0.0,161.0,0,199,Aust_NG_Mel
2361,Colac,Australia,-38.33,143.5,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,0.0,163.5,0,199,Aust_NG_Mel
2362,Lahuli,Eurasia,32.53,77.04,gahr1239,bfu,Tibeto-Burman,Western Himalayan,,,,,false,SE Asia & Oceania,South Asia,IN,false,false,3300.0,97.04,4000,4000,MiddleOldWorld
2363,Dhudhuroa,Australia,-36.5,148.0,dhud1236,ddr,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,0.0,168.0,0,199,Aust_NG_Mel
2364,Dhurgal,Australia,-35.67,150.0,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,0.0,170.0,0,199,Aust_NG_Mel
2365,Duungidjawu,Australia,-26.222,152.081,waka1274,wkw,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,280.0,172.081,0,199,Aust_NG_Mel
2366,Anal,Eurasia,24.33,93.99,anal1239,anm,Tibeto-Burman,Kuki-Chin-Naga,,,,,false,SE Asia & Oceania,Southeast Asia,IN,false,false,800.0,113.99,13900,13900,MiddleOldWorld
2367,Erre,Australia,-12.279,132.903,erre1238,err,Giimbiyu,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,10.0,152.903,0,199,Aust_NG_Mel
2368,Flinders Island,Australia,-14.184,144.255,flin1247,fln,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,164.255,0,199,Aust_NG_Mel
2369,Lakher,Eurasia,22.1,92.95,mara1382,mrh,Tibeto-Burman,Kuki-Chin-Naga,Kuki-Chin,Southern,,,false,SE Asia & Oceania,Southeast Asia,IN,false,false,600.0,112.95,22000,22000,MiddleOldWorld
2370,Galpu,Australia,-11.947,135.775,dhan1270,dhg,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,155.775,350,350,Aust_NG_Mel
2371,Gamilaraay,Australia,-29.83,149.5,gami1243,kld,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,180.0,169.5,3,199,Aust_NG_Mel
2372,Garig,Australia,-11.25,132.33,gari1253,ilg,Iwaidjan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,0.0,152.33,0,199,Aust_NG_Mel
2373,Garlali,Australia,-27.5,144.5,ngur1261,nbx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,200.0,164.5,0,199,Aust_NG_Mel
2374,Goeng-Goeng,Australia,-25.0,151.83,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Australia,AU,false,false,180.0,171.83,0,199,Aust_NG_Mel
2375,Gog-narr,Australia,-18.0,141.25,,xxx,Pama-Nyungan,,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,22.0,161.25,0,199,Aust_NG_Mel
2376,Gudandji,Australia,-16.33,136.0,ngar1283,nji,Mirndi,Barkly,,,,,false,Australia-New Guinea,Northern Australia,AU,false,false,220.0,156.0,0,199,Aust_NG_Mel
